"Name","Live Bytes","Live Objects"
"java.util.HashMap$EntrySet","1.280 B (0 %)","80 (0 %)"
"com.sun.proxy.$Proxy26","1.280 B (0 %)","80 (0 %)"
"java.math.BigDecimal","1.280 B (0 %)","32 (0 %)"
"sun.reflect.generics.scope.MethodScope","1.248 B (0 %)","52 (0 %)"
"sun.reflect.generics.tree.FormalTypeParameter","1.248 B (0 %)","52 (0 %)"
"java.time.format.DateTimeFormatterBuilder$NumberPrinterParser","1.248 B (0 %)","39 (0 %)"
"sun.util.calendar.ZoneInfo","1.232 B (0 %)","22 (0 %)"
"sun.reflect.generics.tree.TypeSignature[]","1.224 B (0 %)","54 (0 %)"
"java.util.WeakHashMap$KeySet","1.216 B (0 %)","76 (0 %)"
"com.sun.beans.util.Cache$Kind$Soft","1.200 B (0 %)","30 (0 %)"
"java.time.temporal.ChronoField","1.200 B (0 %)","30 (0 %)"
"sun.rmi.transport.Transport$$Lambda$144.0x0000000800c3f388","1.168 B (0 %)","73 (0 %)"
"java.security.Permissions","1.152 B (0 %)","48 (0 %)"
"java.io.ObjectInputStream$FieldValues","1.152 B (0 %)","48 (0 %)"
"sun.rmi.transport.Transport$1","1.152 B (0 %)","36 (0 %)"
"java.net.InetAddress$InetAddressHolder","1.152 B (0 %)","36 (0 %)"
"org.thymeleaf.standard.processor.StandardConditionalFixedValueTagProcessor","1.152 B (0 %)","24 (0 %)"
"org.springframework.core.type.MethodMetadata[]","1.120 B (0 %)","47 (0 %)"
"java.nio.ByteBuffer[]","1.120 B (0 %)","14 (0 %)"
"org.apache.juli.logging.DirectJDKLog","1.120 B (0 %)","70 (0 %)"
"java.lang.Integer[]","1.104 B (0 %)","2 (0 %)"
"java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync","1.104 B (0 %)","23 (0 %)"
"org.apache.coyote.ActionCode","1.104 B (0 %)","46 (0 %)"
"org.springframework.format.support.FormattingConversionService$AnnotationParserConverter","1.088 B (0 %)","34 (0 %)"
"org.springframework.format.support.FormattingConversionService$AnnotationPrinterConverter","1.088 B (0 %)","34 (0 %)"
"java.text.SimpleDateFormat","1.088 B (0 %)","17 (0 %)"
"org.springframework.boot.autoconfigure.condition.OnClassCondition","1.080 B (0 %)","45 (0 %)"
"java.time.format.DateTimeFormatter","1.080 B (0 %)","27 (0 %)"
"com.fasterxml.jackson.databind.deser.DefaultDeserializationContext$Impl","1.080 B (0 %)","15 (0 %)"
"java.security.Provider$UString","1.080 B (0 %)","45 (0 %)"
"java.lang.Thread[]","1.056 B (0 %)","11 (0 %)"
"org.apache.tomcat.util.http.MimeHeaderField","1.056 B (0 %)","44 (0 %)"
"java.lang.invoke.VarHandle$AccessDescriptor","1.056 B (0 %)","33 (0 %)"
"sun.security.util.KnownOIDs[]","1.048 B (0 %)","1 (0 %)"
"java.lang.Long[]","1.040 B (0 %)","1 (0 %)"
"java.lang.Byte[]","1.040 B (0 %)","1 (0 %)"
"java.util.HashMap$Values","1.040 B (0 %)","65 (0 %)"
"jdk.internal.module.SystemModuleFinders$3","1.040 B (0 %)","65 (0 %)"
"java.lang.Short[]","1.040 B (0 %)","1 (0 %)"
"com.sun.jmx.mbeanserver.PerInterface$MethodAndSig","1.032 B (0 %)","43 (0 %)"
"com.sun.management.internal.DiagnosticCommandArgumentInfo[]","1.024 B (0 %)","41 (0 %)"
"java.io.ObjectInputStream$FieldValues[]","1.008 B (0 %)","42 (0 %)"
"sun.nio.ch.SocketChannelImpl","1.008 B (0 %)","9 (0 %)"
"org.springframework.boot.autoconfigure.condition.OnBeanCondition","1.008 B (0 %)","42 (0 %)"
"java.util.concurrent.ConcurrentHashMap$KeyIterator","1.008 B (0 %)","18 (0 %)"
"org.springframework.core.io.ClassPathResource","1.008 B (0 %)","42 (0 %)"
"java.security.ProtectionDomain[]","1.000 B (0 %)","36 (0 %)"
"jdk.internal.reflect.BootstrapConstructorAccessorImpl","992 B (0 %)","62 (0 %)"
"java.lang.invoke.VarHandle$AccessMode","992 B (0 %)","31 (0 %)"
"java.util.concurrent.locks.ReentrantReadWriteLock","984 B (0 %)","41 (0 %)"
"java.security.Provider$EngineDescription","960 B (0 %)","30 (0 %)"
"java.util.EnumMap","960 B (0 %)","24 (0 %)"
"java.io.ObjectStreamClass$FieldReflector","960 B (0 %)","24 (0 %)"
"java.rmi.server.ObjID","960 B (0 %)","40 (0 %)"
"com.sun.jmx.mbeanserver.MXBeanSupport","960 B (0 %)","24 (0 %)"
"java.util.LinkedHashMap$LinkedKeyIterator","960 B (0 %)","30 (0 %)"
"sun.rmi.transport.ObjectEndpoint","936 B (0 %)","39 (0 %)"
"java.time.format.DateTimeFormatterBuilder$CompositePrinterParser","936 B (0 %)","39 (0 %)"
"org.springframework.format.support.FormattingConversionService$PrinterConverter","928 B (0 %)","29 (0 %)"
"javax.management.MBeanParameterInfo[]","928 B (0 %)","38 (0 %)"
"java.lang.invoke.VarHandleReferences$FieldInstanceReadWrite","920 B (0 %)","23 (0 %)"
"com.fasterxml.jackson.core.json.UTF8StreamJsonParser","920 B (0 %)","5 (0 %)"
"java.lang.String[][]","920 B (0 %)","4 (0 %)"
"javax.management.openmbean.ArrayType","912 B (0 %)","19 (0 %)"
"double[]","896 B (0 %)","9 (0 %)"
"com.fasterxml.jackson.databind.MapperFeature","896 B (0 %)","28 (0 %)"
"com.fasterxml.jackson.databind.DeserializationFeature","896 B (0 %)","28 (0 %)"
"java.util.concurrent.atomic.AtomicLong","888 B (0 %)","37 (0 %)"
"java.io.ObjectOutputStream$ReplaceTable","888 B (0 %)","37 (0 %)"
"org.springframework.core.log.CompositeLog","880 B (0 %)","22 (0 %)"
"java.util.concurrent.locks.ReentrantLock","880 B (0 %)","55 (0 %)"
"java.security.BasicPermissionCollection","864 B (0 %)","36 (0 %)"
"org.thymeleaf.engine.OpenElementTag","864 B (0 %)","18 (0 %)"
"java.lang.management.ManagementPermission","864 B (0 %)","36 (0 %)"
"org.thymeleaf.engine.CloseElementTag","864 B (0 %)","18 (0 %)"
"javax.management.remote.rmi.RMIConnectionImpl$PrivilegedOperation","864 B (0 %)","36 (0 %)"
"java.util.concurrent.locks.ReentrantReadWriteLock$FairSync","864 B (0 %)","18 (0 %)"
"java.util.jar.Attributes","848 B (0 %)","53 (0 %)"
"sun.security.util.LazyCodeSourcePermissionCollection","840 B (0 %)","35 (0 %)"
"javax.management.openmbean.OpenMBeanParameterInfoSupport","840 B (0 %)","15 (0 %)"
"sun.util.locale.InternalLocaleBuilder","840 B (0 %)","21 (0 %)"
"org.attoparser.HtmlBodyBlockElement","832 B (0 %)","26 (0 %)"
"org.springframework.expression.common.LiteralExpression","832 B (0 %)","52 (0 %)"
"sun.util.locale.StringTokenIterator","800 B (0 %)","20 (0 %)"
"java.io.StringReader","800 B (0 %)","20 (0 %)"
"org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper","800 B (0 %)","5 (0 %)"
"com.fasterxml.jackson.databind.SerializationFeature","800 B (0 %)","25 (0 %)"
"org.apache.tomcat.util.net.NioBlockingSelector$BlockPoller$RunnableRemove","800 B (0 %)","25 (0 %)"
"sun.util.locale.LanguageTag","800 B (0 %)","20 (0 %)"
"java.util.IdentityHashMap","800 B (0 %)","20 (0 %)"
"com.sun.jmx.mbeanserver.WeakIdentityHashMap$IdentityWeakReference","800 B (0 %)","25 (0 %)"
"org.springframework.core.type.StandardAnnotationMetadata","800 B (0 %)","25 (0 %)"
"java.util.jar.Manifest","792 B (0 %)","33 (0 %)"
"com.sun.proxy.$Proxy0","784 B (0 %)","49 (0 %)"
"com.sun.proxy.$Proxy4","784 B (0 %)","49 (0 %)"
"java.lang.management.ThreadInfo[]","768 B (0 %)","6 (0 %)"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$IdentityMapping","768 B (0 %)","32 (0 %)"
"java.text.DigitList","760 B (0 %)","19 (0 %)"
"com.sun.beans.introspect.PropertyInfo","760 B (0 %)","19 (0 %)"
"sun.reflect.generics.tree.TypeVariableSignature","752 B (0 %)","47 (0 %)"
"org.springframework.core.type.classreading.SimpleAnnotationMetadataReadingVisitor$Source","752 B (0 %)","47 (0 %)"
"org.apache.tomcat.util.res.StringManager","744 B (0 %)","31 (0 %)"
"com.sun.proxy.$Proxy5","736 B (0 %)","46 (0 %)"
"com.sun.proxy.$Proxy14","736 B (0 %)","46 (0 %)"
"java.util.Properties","728 B (0 %)","13 (0 %)"
"javax.management.openmbean.CompositeType","728 B (0 %)","13 (0 %)"
"com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$Bucket[]","720 B (0 %)","5 (0 %)"
"sun.net.www.protocol.jar.URLJarFile","720 B (0 %)","10 (0 %)"
"java.util.ImmutableCollections$ListN","720 B (0 %)","45 (0 %)"
"com.fasterxml.jackson.databind.introspect.AnnotatedMethod","720 B (0 %)","18 (0 %)"
"java.util.concurrent.ThreadPoolExecutor$Worker","720 B (0 %)","15 (0 %)"
"org.apache.catalina.mapper.MappingData","704 B (0 %)","11 (0 %)"
"org.springframework.web.method.HandlerMethod","704 B (0 %)","11 (0 %)"
"org.thymeleaf.engine.XMLAttributeName","704 B (0 %)","22 (0 %)"
"org.springframework.format.support.FormattingConversionService$ParserConverter","696 B (0 %)","29 (0 %)"
"sun.security.provider.PolicyFile$PolicyEntry","696 B (0 %)","29 (0 %)"
"com.sun.proxy.$Proxy25","688 B (0 %)","43 (0 %)"
"java.lang.invoke.BoundMethodHandle$Species_LJ","680 B (0 %)","17 (0 %)"
"java.lang.invoke.Invokers","672 B (0 %)","28 (0 %)"
"short[]","672 B (0 %)","10 (0 %)"
"java.io.ObjectInputStream$ValidationList","672 B (0 %)","42 (0 %)"
"java.time.format.DateTimeFormatterBuilder$CharLiteralPrinterParser","672 B (0 %)","42 (0 %)"
"java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock","656 B (0 %)","41 (0 %)"
"java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock","656 B (0 %)","41 (0 %)"
"java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter","656 B (0 %)","41 (0 %)"
"com.sun.jmx.mbeanserver.NamedObject","648 B (0 %)","27 (0 %)"
"sun.nio.ch.NioSocketImpl","640 B (0 %)","8 (0 %)"
"java.util.LinkedHashMap$LinkedEntryIterator","640 B (0 %)","20 (0 %)"
"com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer","640 B (0 %)","10 (0 %)"
"java.util.LinkedHashMap$LinkedEntrySet","640 B (0 %)","40 (0 %)"
"org.springframework.util.LinkedCaseInsensitiveMap$EntrySetIterator","640 B (0 %)","20 (0 %)"
"java.lang.invoke.LambdaForm[]","624 B (0 %)","3 (0 %)"
"com.fasterxml.jackson.core.JsonToken","624 B (0 %)","13 (0 %)"
"java.security.SecurityPermission","624 B (0 %)","26 (0 %)"
"java.lang.invoke.BoundMethodHandle$SpeciesData","624 B (0 %)","13 (0 %)"
"javax.management.remote.rmi.RMIConnectionImpl$CombinedClassLoader","616 B (0 %)","7 (0 %)"
"com.fasterxml.jackson.databind.cfg.BaseSettings","616 B (0 %)","11 (0 %)"
"org.apache.tomcat.util.collections.ManagedConcurrentWeakHashMap$Key","600 B (0 %)","15 (0 %)"
"com.sun.jmx.mbeanserver.PerInterface","600 B (0 %)","15 (0 %)"
"com.fasterxml.jackson.databind.JavaType[]","600 B (0 %)","24 (0 %)"
"java.lang.ThreadLocal$ThreadLocalMap","576 B (0 %)","24 (0 %)"
"java.util.concurrent.atomic.AtomicReference","576 B (0 %)","36 (0 %)"
"java.security.SecureClassLoader$CodeSourceKey","576 B (0 %)","36 (0 %)"
"java.time.Duration","576 B (0 %)","24 (0 %)"
"com.fasterxml.jackson.databind.ser.impl.ReadOnlyClassToSerializerMap$Bucket","576 B (0 %)","18 (0 %)"
"com.fasterxml.jackson.databind.introspect.AnnotatedClass","576 B (0 %)","8 (0 %)"
"sun.rmi.server.MarshalOutputStream$1","576 B (0 %)","36 (0 %)"
"com.fasterxml.jackson.databind.util.TypeKey","576 B (0 %)","18 (0 %)"
"org.thymeleaf.engine.Attribute[]","568 B (0 %)","21 (0 %)"
"jdk.internal.ref.Cleaner","560 B (0 %)","14 (0 %)"
"org.springframework.core.SerializableTypeWrapper$MethodInvokeTypeProvider","560 B (0 %)","14 (0 %)"
"org.springframework.beans.propertyeditors.CustomNumberEditor","560 B (0 %)","14 (0 %)"
"com.fasterxml.jackson.core.io.IOContext","560 B (0 %)","10 (0 %)"
"com.fasterxml.jackson.databind.type.MapType","560 B (0 %)","10 (0 %)"
"java.util.concurrent.TimeUnit","560 B (0 %)","7 (0 %)"
"org.springframework.web.method.HandlerMethod$ReturnValueMethodParameter","560 B (0 %)","7 (0 %)"
"javax.management.remote.rmi.RMIConnectionImpl$CombinedClassLoader$ClassLoaderWrapper","560 B (0 %)","7 (0 %)"
"org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod","560 B (0 %)","7 (0 %)"
"sun.invoke.util.Wrapper","560 B (0 %)","10 (0 %)"
"javax.management.openmbean.SimpleType","560 B (0 %)","14 (0 %)"
"java.net.Inet4Address","552 B (0 %)","23 (0 %)"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject","552 B (0 %)","23 (0 %)"
"java.util.concurrent.ConcurrentHashMap$KeySetView","552 B (0 %)","23 (0 %)"
"org.thymeleaf.processor.element.MatchingElementName","544 B (0 %)","17 (0 %)"
"org.springframework.boot.web.embedded.tomcat.TomcatEmbeddedContext","544 B (0 %)","1 (0 %)"
"java.util.regex.Pattern$Branch","544 B (0 %)","17 (0 %)"
"java.lang.Character[]","528 B (0 %)","1 (0 %)"
"org.thymeleaf.engine.Attributes","528 B (0 %)","22 (0 %)"
"java.util.regex.Pattern$Slice","528 B (0 %)","22 (0 %)"
"com.sun.jmx.remote.util.OrderClassLoaders","528 B (0 %)","6 (0 %)"
"org.springframework.core.SerializableTypeWrapper$TypeProxyInvocationHandler","528 B (0 %)","33 (0 %)"
"java.util.regex.Pattern$GroupHead","528 B (0 %)","22 (0 %)"
"java.util.regex.Pattern$GroupTail","528 B (0 %)","22 (0 %)"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CompositeMapping","528 B (0 %)","11 (0 %)"
"ch.qos.logback.core.status.InfoStatus","520 B (0 %)","13 (0 %)"
"sun.util.locale.provider.LocaleResources$ResourceReference","520 B (0 %)","13 (0 %)"
"java.lang.invoke.BoundMethodHandle$SpeciesData[]","520 B (0 %)","13 (0 %)"
"java.time.temporal.ChronoUnit","512 B (0 %)","16 (0 %)"
"org.attoparser.HtmlBodyAutoCloseElement","512 B (0 %)","16 (0 %)"
"com.sun.beans.introspect.ClassInfo","512 B (0 %)","16 (0 %)"
"com.sun.beans.introspect.MethodInfo","504 B (0 %)","21 (0 %)"
"java.util.AbstractMap$SimpleImmutableEntry","504 B (0 %)","21 (0 %)"
"java.net.InetSocketAddress$InetSocketAddressHolder","504 B (0 %)","21 (0 %)"
"java.lang.Double","504 B (0 %)","21 (0 %)"
"sun.invoke.util.Wrapper[]","496 B (0 %)","7 (0 %)"
"org.apache.tomcat.util.http.parser.AcceptLanguage","480 B (0 %)","20 (0 %)"
"jdk.internal.math.FloatingDecimal$ASCIIToBinaryBuffer","480 B (0 %)","15 (0 %)"
"com.fasterxml.jackson.core.JsonParser$Feature","480 B (0 %)","15 (0 %)"
"com.fasterxml.jackson.core.json.JsonReadContext","480 B (0 %)","10 (0 %)"
"sun.nio.cs.ISO_8859_1$Encoder","480 B (0 %)","10 (0 %)"
"com.sun.beans.util.Cache$CacheEntry","480 B (0 %)","15 (0 %)"
"java.util.LinkedHashMap$LinkedValueIterator","480 B (0 %)","15 (0 %)"
"org.springframework.web.servlet.mvc.method.RequestMappingInfo","480 B (0 %)","10 (0 %)"
"com.fasterxml.jackson.core.json.JsonWriteContext","480 B (0 %)","10 (0 %)"
"org.apache.catalina.core.StandardWrapper","480 B (0 %)","2 (0 %)"
"sun.util.locale.ParseStatus","480 B (0 %)","20 (0 %)"
"java.lang.invoke.MethodType[]","472 B (0 %)","11 (0 %)"
"org.springframework.core.$Proxy20","464 B (0 %)","29 (0 %)"
"sun.security.provider.HashDrbg","448 B (0 %)","4 (0 %)"
"org.thymeleaf.engine.TextAttributeName","448 B (0 %)","14 (0 %)"
"java.nio.DirectByteBuffer$Deallocator","448 B (0 %)","14 (0 %)"
"sun.nio.cs.UTF_8$Decoder","440 B (0 %)","11 (0 %)"
"javax.management.MBeanNotificationInfo[]","440 B (0 %)","20 (0 %)"
"com.fasterxml.jackson.core.json.UTF8JsonGenerator","440 B (0 %)","5 (0 %)"
"java.lang.OutOfMemoryError","440 B (0 %)","11 (0 %)"
"org.apache.catalina.webresources.CachedResource","440 B (0 %)","5 (0 %)"
"sun.util.resources.Bundles$BundleReference","440 B (0 %)","11 (0 %)"
"java.rmi.MarshalledObject$MarshalledObjectInputStream","432 B (0 %)","6 (0 %)"
"java.text.DateFormat$Field","432 B (0 %)","18 (0 %)"
"org.springframework.web.method.HandlerMethod$HandlerMethodParameter","432 B (0 %)","6 (0 %)"
"com.sun.proxy.$Proxy9","432 B (0 %)","27 (0 %)"
"char[][][]","432 B (0 %)","1 (0 %)"
"java.util.regex.Pattern$Start","432 B (0 %)","18 (0 %)"
"com.sun.proxy.$Proxy28","432 B (0 %)","27 (0 %)"
"javax.management.Attribute","432 B (0 %)","18 (0 %)"
"java.util.regex.Pattern$Node[]","424 B (0 %)","17 (0 %)"
"java.net.Inet6Address$Inet6AddressHolder","416 B (0 %)","13 (0 %)"
"org.springframework.context.event.AbstractApplicationEventMulticaster$ListenerRetriever","416 B (0 %)","13 (0 %)"
"sun.security.jca.ProviderConfig","416 B (0 %)","13 (0 %)"
"org.springframework.core.annotation.AnnotationTypeMapping$MirrorSets$MirrorSet","408 B (0 %)","17 (0 %)"
"javax.management.StandardMBean","408 B (0 %)","17 (0 %)"
"sun.nio.ch.OptionKey","408 B (0 %)","17 (0 %)"
"org.springframework.util.AntPathMatcher$AntPathStringMatcher","408 B (0 %)","17 (0 %)"
"org.springframework.boot.ansi.AnsiColor","408 B (0 %)","17 (0 %)"
"org.springframework.beans.factory.config.BeanDefinitionHolder","408 B (0 %)","17 (0 %)"
"sun.nio.ch.SocketOptionRegistry$RegistryKey","408 B (0 %)","17 (0 %)"
"com.fasterxml.jackson.databind.SerializationConfig","400 B (0 %)","5 (0 %)"
"org.springframework.web.context.request.ServletWebRequest","400 B (0 %)","10 (0 %)"
"sun.nio.cs.ISO_8859_1$Decoder","400 B (0 %)","10 (0 %)"
"org.springframework.web.context.request.ServletRequestAttributes","400 B (0 %)","10 (0 %)"
"com.fasterxml.jackson.databind.DeserializationConfig","400 B (0 %)","5 (0 %)"
"sun.management.MemoryPoolImpl","392 B (0 %)","7 (0 %)"
"java.util.concurrent.atomic.AtomicBoolean","384 B (0 %)","24 (0 %)"
"org.apache.tomcat.util.net.NioBlockingSelector$BlockPoller","384 B (0 %)","1 (0 %)"
"jdk.internal.reflect.UnsafeQualifiedStaticObjectFieldAccessorImpl","384 B (0 %)","12 (0 %)"
"org.apache.catalina.LifecycleState","384 B (0 %)","12 (0 %)"
"org.springframework.context.event.AbstractApplicationEventMulticaster$ListenerCacheKey","384 B (0 %)","16 (0 %)"
"java.util.regex.Pattern$$Lambda$126.0x0000000800c21420","384 B (0 %)","24 (0 %)"
"com.fasterxml.jackson.databind.util.LRUMap","384 B (0 %)","16 (0 %)"
"java.lang.ref.Finalizer$FinalizerThread","376 B (0 %)","1 (0 %)"
"org.thymeleaf.engine.IEngineTemplateEvent[]","376 B (0 %)","1 (0 %)"
"com.intellij.rt.execution.application.AppMainV2$1","376 B (0 %)","1 (0 %)"
"java.util.logging.LogManager$Cleaner","376 B (0 %)","1 (0 %)"
"org.springframework.boot.web.embedded.tomcat.TomcatWebServer$1","376 B (0 %)","1 (0 %)"
"jdk.internal.misc.InnocuousThread","376 B (0 %)","1 (0 %)"
"org.springframework.context.support.AbstractApplicationContext$1","376 B (0 %)","1 (0 %)"
"java.lang.ref.Reference$ReferenceHandler","368 B (0 %)","1 (0 %)"
"org.springframework.beans.BeanWrapperImpl","360 B (0 %)","5 (0 %)"
"java.util.regex.Matcher","360 B (0 %)","5 (0 %)"
"org.springframework.util.AntPathMatcher","360 B (0 %)","9 (0 %)"
"org.springframework.beans.factory.support.DisposableBeanAdapter","360 B (0 %)","9 (0 %)"
"org.springframework.web.servlet.mvc.method.annotation.ExtendedServletRequestDataBinder","360 B (0 %)","5 (0 %)"
"org.springframework.util.MimeType$$Lambda$218.0x0000000800ca3950","360 B (0 %)","15 (0 %)"
"javax.websocket.CloseReason$CloseCodes","360 B (0 %)","15 (0 %)"
"org.apache.tomcat.util.http.parser.Cookie$ByteBuffer","360 B (0 %)","15 (0 %)"
"java.util.regex.Pattern$BnM","352 B (0 %)","11 (0 %)"
"org.attoparser.HtmlVoidBodyElement","352 B (0 %)","11 (0 %)"
"org.springframework.web.servlet.mvc.condition.PatternsRequestCondition","352 B (0 %)","11 (0 %)"
"javax.management.MBeanConstructorInfo[]","352 B (0 %)","19 (0 %)"
"org.apache.coyote.Request","352 B (0 %)","2 (0 %)"
"com.fasterxml.jackson.databind.ser.BeanPropertyWriter","352 B (0 %)","4 (0 %)"
"sun.util.resources.Bundles$CacheKey","352 B (0 %)","11 (0 %)"
"sun.nio.ch.Util$BufferCache","336 B (0 %)","14 (0 %)"
"com.fasterxml.jackson.databind.introspect.AnnotationMap","336 B (0 %)","21 (0 %)"
"java.lang.ThreadLocal","336 B (0 %)","21 (0 %)"
"org.springframework.context.support.MessageSourceAccessor","336 B (0 %)","14 (0 %)"
"sun.nio.ch.SocketAdaptor","336 B (0 %)","7 (0 %)"
"ch.qos.logback.core.spi.ContextAwareBase","336 B (0 %)","14 (0 %)"
"org.apache.catalina.connector.Request","336 B (0 %)","2 (0 %)"
"java.nio.DirectLongBufferU","336 B (0 %)","6 (0 %)"
"java.net.InetSocketAddress","336 B (0 %)","21 (0 %)"
"org.thymeleaf.engine.StandaloneElementTag","336 B (0 %)","7 (0 %)"
"java.util.concurrent.ForkJoinPool","328 B (0 %)","1 (0 %)"
"org.springframework.web.context.request.async.StandardServletAsyncWebRequest","320 B (0 %)","5 (0 %)"
"java.util.regex.Pattern$BitClass","320 B (0 %)","20 (0 %)"
"java.util.RegularEnumSet","320 B (0 %)","10 (0 %)"
"org.springframework.web.context.support.ServletRequestHandledEvent","320 B (0 %)","5 (0 %)"
"org.springframework.validation.BeanPropertyBindingResult","320 B (0 %)","5 (0 %)"
"org.springframework.http.server.ServletServerHttpRequest","320 B (0 %)","10 (0 %)"
"com.fasterxml.jackson.core.JsonGenerator$Feature","320 B (0 %)","10 (0 %)"
"java.util.concurrent.atomic.AtomicReferenceArray","320 B (0 %)","20 (0 %)"
"java.util.concurrent.Semaphore$NonfairSync","320 B (0 %)","10 (0 %)"
"org.springframework.web.servlet.FlashMap","320 B (0 %)","5 (0 %)"
"jdk.internal.loader.NativeLibraries$NativeLibraryImpl","320 B (0 %)","8 (0 %)"
"java.lang.reflect.AccessibleObject$$Lambda$301.0x0000000800d25248","320 B (0 %)","20 (0 %)"
"com.fasterxml.jackson.databind.MappingJsonFactory","320 B (0 %)","5 (0 %)"
